,userid,playcounts,trackid,ratings
0,55a653641aa684a958e01a49442c6d4da2badd8d,3,TRAEHHJ12903CF492F,0.5
1,16ca2088a2ec137cf4597a2b3e2e0136930af8a1,6,TRAEHHJ12903CF492F,1.0
2,9f7323adccc61db1c261acf97e2468f776faaf8f,1,TRAEHHJ12903CF492F,0.0
3,39fc236a3f13ff85d27b6e9e80a40ce7bf683b27,2,TRAEHHJ12903CF492F,0.25
4,1ce57ca4746bce45d7bc3732aca5bdf3262d33be,38,TRAEHHJ12903CF492F,1.0
5,7da2042173b112adea2c509fe32c2e6cdd111476,35,TRAEHHJ12903CF492F,1.0
6,0af269ae8ccefedce1f9946e6b14ea9b29e917dd,1,TRAEHHJ12903CF492F,0.0
7,b56d13f2ccb7b5cfe329cd639b85c3f0bba4923e,1,TRAEHHJ12903CF492F,0.0
8,9293204590b0dca779f40381a97e0955ada07e3a,19,TRAEHHJ12903CF492F,1.0
9,37a309640004e11829ff173e9c3f9fbd2e07ab29,9,TRAEHHJ12903CF492F,1.0
10,fc59da7652dd04b3b6bb3f4c482d9759007a5556,6,TRAEHHJ12903CF492F,1.0
11,d9d5dab5d475713a126065eb7f29831a393c1a0d,22,TRAEHHJ12903CF492F,1.0
12,4cdb285d0eec96efdb89f096a70a9f66855713e5,2,TRAEHHJ12903CF492F,0.5
13,375bf13a9c97da1625efb631c9947ac8b209053d,5,TRAEHHJ12903CF492F,1.0
14,9e42ad98ec328729c1e71add735df096646a2155,1,TRAEHHJ12903CF492F,0.0
15,952351ab9301a5c21098acf803885806194567ac,11,TRAEHHJ12903CF492F,0.6666666666666666
16,d2ccc08f4926111295d49a4ebc90e836af8e3a39,1,TRAEHHJ12903CF492F,0.0
17,2292fa309cc0066a2dd84b90226f0ffa917aeaf0,5,TRAEHHJ12903CF492F,1.0
18,bb259380d6d276431a909202489f95556197e03c,3,TRAEHHJ12903CF492F,1.0
19,4ad100348b6aa8299de43d9324f40f9bdaccabc7,2,TRAEHHJ12903CF492F,0.125
20,588ebb2b9b9606a817356d0f68e719cdb8aa06b8,18,TRAEHHJ12903CF492F,1.0
21,46df1ce9ab0596d935d4e52fdaf7aea9ecb7cd7e,27,TRAEHHJ12903CF492F,1.0
22,4039ef05c18679e265c670f09da02ebd2fd0a4ce,6,TRAEHHJ12903CF492F,1.0
23,409813710cacaa886153643fffd7eb6bd2214c71,8,TRAEHHJ12903CF492F,1.0
24,dbfa09f814542386c44807f4196ba2263e288903,2,TRAEHHJ12903CF492F,0.3333333333333333
25,989586b253b1fde88827704f2de5a39ec0ce8dbb,16,TRAEHHJ12903CF492F,1.0
26,3e154f655302a515efe03d9269f0843a012d60a2,3,TRAEHHJ12903CF492F,0.2857142857142857
27,52e15ad0688101aa0866ba90cf2a84b938317b9b,5,TRAEHHJ12903CF492F,1.0
28,b79d6dae8c24cc2fd6174249bb0a5358e1b43422,12,TRAEHHJ12903CF492F,1.0
29,826316aca97d9ea8a679c4e22cce52d876fb7f42,12,TRAEHHJ12903CF492F,1.0
30,3a5531ee5d85c49ce5df920441d5fae01d038df1,2,TRAEHHJ12903CF492F,0.2
31,cfb33f430d096b0fcad56d414a3e0055087677b2,2,TRAEHHJ12903CF492F,0.1428571428571428
32,fca862525d5defe1d18b5c6ea02b7022d99fa215,1,TRAEHHJ12903CF492F,0.0
33,0dce9a2b522bd51c90f271aa7bb2aded2e51293f,2,TRAEHHJ12903CF492F,0.25
34,76d1e75ad8b1f81f6dc39e9fe92376c62c4de0b0,7,TRAEHHJ12903CF492F,1.0
35,9b5be591dde84b62d69079a00a413518a3f4d83d,1,TRAEHHJ12903CF492F,0.0
36,75805ae48803e4abba11ee9c8058c42f82156345,1,TRAEHHJ12903CF492F,0.0
37,6735eace3153a5019ed4edeae6ff8419d2abfba2,1,TRAEHHJ12903CF492F,0.0
38,3972c2b27dcfc1ac489639a0117756440db7ec4b,2,TRAEHHJ12903CF492F,0.0714285714285714
39,722cf68756384686b22655207871fe0014365349,2,TRAEHHJ12903CF492F,0.1
40,4134a6585d52a9bdd4c94c6e9e8d04665bc4f841,96,TRAEHHJ12903CF492F,1.0
41,b32f0bcb248df6262c4372baf382fb7a7c94c07f,11,TRAEHHJ12903CF492F,1.0
42,f1c7e0ec093796f7b75505f05dc4752ab8359c7b,1,TRAEHHJ12903CF492F,0.0
43,2fa140cd58bb0416568351c09584df0c2115660b,1,TRAEHHJ12903CF492F,0.0
44,bc72a8d93d555baf730df711a5e8f758d3a8627c,1,TRAEHHJ12903CF492F,0.0
45,ea3dea99b94a7925071ec5c7a11243628f4e4a13,1,TRAEHHJ12903CF492F,0.0
46,5bf5c2ab1ac4fd70437176470fc835ba45e31ebb,2,TRAEHHJ12903CF492F,1.0
47,983d166e6e6f366ca09fdc0040c08633a7309abe,1,TRAEHHJ12903CF492F,0.0
48,a077a1418e02295d9096592b40ebdd97c85e666f,5,TRAEHHJ12903CF492F,0.3333333333333333
49,3f7fec65fac2a39bbb994c2245e9ed496ed7cf2a,2,TRAEHHJ12903CF492F,1.0
50,e808043eb74fc88bb3ae1ee5ed5e3f44f26085b5,1,TRAEHHJ12903CF492F,0.0
51,fdb639911fbdfdf3ff41ed94fa1df919c41d0171,129,TRAEHHJ12903CF492F,1.0
52,94605a4d9bfce93b4e26dde141aa773ca466612c,5,TRAEHHJ12903CF492F,0.8
53,82f7a39101eb7e2cf471962d648a134f79307935,1,TRAEHHJ12903CF492F,0.0
54,7b733ebd1b6f995f30ab9020f26fda6d7b42e787,1,TRAEHHJ12903CF492F,0.0
55,8e7a5e3714e0def5a95de055dc2a67f6699e1b81,1,TRAEHHJ12903CF492F,0.0
56,50146e8f379557d2192ddceb1c86600602da4408,5,TRAEHHJ12903CF492F,0.5714285714285714
57,97af9b99657edbf61cf94f99623831eac466fc78,2,TRAEHHJ12903CF492F,0.3333333333333333
58,a9e0dca4cc32b9f111db1810f5487c73e8881017,11,TRAEHHJ12903CF492F,1.0
59,1ea6e653710e925e113055f7e9c9ddd3c0e77d70,1,TRAEHHJ12903CF492F,0.0
60,54d5e75cad61ca50b2f2ed97b724f0ac853f8700,1,TRAEHHJ12903CF492F,0.0
61,53a7fe8555b5b05a01f4a87f6127c0167e35bdb6,2,TRAEHHJ12903CF492F,1.0
62,7ed10538070b39b78b37ff1f3b8c127bbd5a2df7,2,TRAEHHJ12903CF492F,0.2
63,8c5658acb26dd16013e83d5ed1b192dfc905c72b,3,TRAEHHJ12903CF492F,1.0
64,0bf54b810493429ae3b417e7eca4e0ca13bdafcd,2,TRAEHHJ12903CF492F,0.5
65,69883ecb78e73bbc2ddf2ecfd122e7f7bc95f31e,1,TRAEHHJ12903CF492F,0.0
66,857c1ce247b05f4f77ac7325009a062738176a37,8,TRAEHHJ12903CF492F,0.4375
67,8187d8d0c34c254853b1b39fc9b080a164b77569,7,TRAEHHJ12903CF492F,1.0
68,49b492566ed44aa7ef2adedf3fcf6e6d59baec9e,45,TRAEHHJ12903CF492F,1.0
69,e0cb10aa577128f8c7385fe1a4ca80a637ccb34f,11,TRAEHHJ12903CF492F,0.4
70,fccd3e781bbc5144b4e581b54c789888c1b9342c,1,TRAEHHJ12903CF492F,0.0
71,af758ee0993331f3a63a30aea09da4a95bcadea2,22,TRAEHHJ12903CF492F,1.0
72,2386fbbe4268d74e391103011082661dbf0450cf,51,TRAEHHJ12903CF492F,1.0
73,37a5dd14b2171a9cb32eb451f570b94a1f419d64,26,TRAEHHJ12903CF492F,1.0
74,6d77a961006bf699464ffc4097633058d8c19119,5,TRAEHHJ12903CF492F,1.0
75,3c69323e8740d49a253721562f545eb09416cc2b,5,TRAEHHJ12903CF492F,1.0
76,ce251f6493dcc106235c56285cbd1bd7379f2af6,3,TRAEHHJ12903CF492F,1.0
77,c63d0a7f004b7121ede66d5e977ede24cd58a8d0,2,TRAEHHJ12903CF492F,1.0
78,a32c09bb0bd561c0af941510c89f9f376669eb77,6,TRAEHHJ12903CF492F,1.0
79,3a1acd53ac5fad2bf6f7c5edc8fa9922b707accd,1,TRAEHHJ12903CF492F,0.0
80,2905e28cce04e4af59db4c568850f19a48e670a2,3,TRAEHHJ12903CF492F,1.0
81,e1523ef1d962ebd3920fdab8926b602c65959755,5,TRAEHHJ12903CF492F,0.3636363636363636
82,abc11707b892bb31bbbc06562abb3a668cccad62,7,TRAEHHJ12903CF492F,1.0
83,cef8fde6979c68edd2b0487760875213a653901d,21,TRAEHHJ12903CF492F,1.0
84,733e0e0d712975451ae8b79cebac3e81debe25f7,3,TRAEHHJ12903CF492F,0.2857142857142857
85,93801b03ecab8db734d813eab3a7b61baef81e5a,4,TRAEHHJ12903CF492F,1.0
86,3d351a654805a0b0ddaec7ba17424bf3ce793d1c,38,TRAEHHJ12903CF492F,1.0
87,36a740d3c785ed01235e3d60ae5f01e749f3cedf,5,TRAEHHJ12903CF492F,1.0
88,9f2dcfde61ef8f9a3679445b73d2605a1461d69b,5,TRAEHHJ12903CF492F,1.0
89,8f100fd37227fdec27e5b1d763449b01e3701e1c,11,TRAEHHJ12903CF492F,0.196078431372549
90,585575531aaa12231f343f9a65ddea121d7bde53,2,TRAEHHJ12903CF492F,0.125
91,61176181cebf22dba2c220f4ebe67de21ef17848,5,TRAEHHJ12903CF492F,1.0
92,b579401086ffbd8be17195f03a52f1cb8fc95789,15,TRAEHHJ12903CF492F,1.0
93,f17c67403045304c3f1df29f873534e1d10ad42d,3,TRAEHHJ12903CF492F,0.25
94,13eaa099f2380196399b11ebd8defde88f30f324,5,TRAEHHJ12903CF492F,1.0
95,cf4327b82cf5cb6c04c27169cf2b94ab56d98b25,1,TRAEHHJ12903CF492F,0.0
96,6f915cc4a34c5fc5dca15e797c24d145ba53de46,1,TRAEHHJ12903CF492F,0.0
97,4c3b0adcc50b4d9d061ba5d2e4ef1321f73f8882,8,TRAEHHJ12903CF492F,1.0
98,e6173a4e2883fb797950ad00d0492fe691cbc07d,3,TRAEHHJ12903CF492F,1.0
99,03ac6fd861b8fad1c8374a3a9e8cc8ada56967c7,4,TRAEHHJ12903CF492F,1.0
100,615cf75dcadd752af2d245badf6e7337ca82849d,3,TRAEHHJ12903CF492F,1.0
101,c6247fa029f947dd8191aceacf9c4b88ba295d9b,2,TRAEHHJ12903CF492F,1.0
102,e8ab801cc4e1c7ca55a7e802dc0ac775f3e3ac01,7,TRAEHHJ12903CF492F,1.0
103,0a2485070ffb926c1b63b2f576879ec8e8db09a8,5,TRAEHHJ12903CF492F,0.4444444444444444
104,0e7c8e11d60b40edd896b4be68f1c9bf950a80f5,29,TRAEHHJ12903CF492F,1.0
105,2fdd8262f5edb207d20246abbf87c7f9cf3a24fa,2,TRAEHHJ12903CF492F,0.3333333333333333
106,5051cd40cd2c74563b8bc9c2eaa4542ae0ffe19b,6,TRAEHHJ12903CF492F,1.0
107,3e9c58f22577d785adf1f5b4e325911567652b32,4,TRAEHHJ12903CF492F,0.0
108,44f9307af9ea2cf0a52b09abf6b9f5bac57a2d83,5,TRAEHHJ12903CF492F,1.0
109,f62bfd91756658fa010cd2fe4d4e3770336a75ab,10,TRAEHHJ12903CF492F,1.0
110,f2cae44544221a704010896fa9a6d4878f03cfe2,46,TRAEHHJ12903CF492F,1.0
111,4e9628ddbe65b464bfd14699f68ef7d90bc9fac8,1,TRAEHHJ12903CF492F,0.0
112,baba3631d3baf683d173c9979917f679f5b2424f,1,TRAEHHJ12903CF492F,0.0
113,7a462e98d3429dd5a67666d69e8cf403f9100d87,4,TRAEHHJ12903CF492F,0.075
114,8ae0cd7b92a0ae8ad4413ba94e5064759ab40ef1,1,TRAEHHJ12903CF492F,0.0
115,a6c8b48b467b2c62f66a59064d7aba283d2da4c1,1,TRAEHHJ12903CF492F,0.0
116,d6958d29e8d67e06f854b6b85ffad380997d4f54,2,TRAEHHJ12903CF492F,0.1428571428571428
117,3ec4c86f9455437e7cbbe666e439fc74a45778c5,7,TRAEHHJ12903CF492F,0.75
118,9d15c518c7df74c3c6da56ce192046ef0d50ea84,1,TRAEHHJ12903CF492F,0.0
119,feff74ea7476acedd9e3a2cba10363b949d57685,1,TRAEHHJ12903CF492F,0.0
120,1476bd063e3dc4ea5e61fcf6f943985f22a06209,1,TRAEHHJ12903CF492F,0.0
121,1659a1533d3cce2f9a33bf678e2fbbd9ef049269,3,TRAEHHJ12903CF492F,1.0
122,53d963874ade42aa2b6a6a883e5fa1e3b392ce7e,1,TRAEHHJ12903CF492F,0.0
123,6de6d7c1ee984263c40712d5a2a3067ac3858805,1,TRAEHHJ12903CF492F,0.0
124,ca51bf4ad24ea120acee2141e80a9bbda813a5b2,3,TRAEHHJ12903CF492F,0.1428571428571428
125,370c298e86caa15be1918d858d2dbb284f60f7a9,3,TRAEHHJ12903CF492F,0.6666666666666666
126,b2a80a2dd0ef4a67feef89ec85e6f6a78ed3dcd6,2,TRAEHHJ12903CF492F,0.3333333333333333
127,8d7e88c9aac8c171c5f13bc3e94b46fa14a9365b,1,TRAEHHJ12903CF492F,0.0
128,c9c32fae89662984b7a3dfebbea8e362b20dff9d,12,TRAEHHJ12903CF492F,1.0
129,64eea3e4cc027892a17d7c16ae2b0ffae92c371a,15,TRAEHHJ12903CF492F,1.0
130,cf3e450757a9f8d16ef524cafbb14d837adb321a,5,TRAEHHJ12903CF492F,0.1212121212121212
131,7da28b0b5669b2f2c3d379f216a6cef1a32de4d5,23,TRAEHHJ12903CF492F,1.0
132,bff52ad20b40e42653b58d43bf74183a28d390c4,2,TRAEHHJ12903CF492F,0.5
133,ab2e99b0eca44cba960c40959be14e1429323729,1,TRAEHHJ12903CF492F,0.0
134,c4b09f846c6d050d57a8f1bfe2112da297e4d5a1,39,TRAEHHJ12903CF492F,1.0
135,9cd9505100f8d33d127c4d3760f07cddff32df63,5,TRAEHHJ12903CF492F,0.8
136,2b54548624745a1105d48142d62d89a6aa126877,1,TRAEHHJ12903CF492F,0.0
137,f9767bea9dd2105c88ef56bd16bbebfff4964b5d,3,TRAEHHJ12903CF492F,0.6666666666666666
138,94edb4d314898bf05b34246802753ca8fe85c281,6,TRAEHHJ12903CF492F,1.0
139,7b58845ea93b5f8abad8a4ebe6cc9b163a8b0b94,101,TRAEHHJ12903CF492F,1.0
140,6be160f7ce8c608bed140b25471f87643637288a,17,TRAEHHJ12903CF492F,0.4
